TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
10,965563659,43.0368617,-76.1334297,1,126.6472753,5,1
20,527523866,43.036118,-76.0287503,1,137.5430949,6,1
20,196006772,43.0824633,-76.1727942,1,126.7050529,9,1
30,1375855927,43.0832287,-76.1738759,1,125.2745506,9,1
40,965563659,43.0320009,-76.1334297,1,132.7708748,5,1
40,950115756,43.0496116,-76.2298438,1,130.4712181,7,1
50,1845904711,43.0816045,-76.1850258,1,131.8039422,9,1
50,965563659,43.0303806,-76.1334297,1,134.3054504,5,1
50,950115756,43.0496116,-76.2276345,1,129.7042679,7,1
60,527523866,43.036118,-76.0375854,1,132.0357438,6,1
60,1365847710,43.0780655,-76.1749145,1,126.7050529,9,1
70,1845904711,43.0816045,-76.180605,1,129.5777175,9,1
70,758258298,43.0377633,-76.1388952,1,125.3387321,5,1
70,1375855927,43.0832287,-76.165034,1,126.4430117,9,1
70,977305415,43.0830253,-76.1791221,1,127.0183296,9,1
80,977305415,43.0830253,-76.1769116,1,125.9484709,9,1
80,758258298,43.0377633,-76.1411041,1,125.9484709,5,1
80,965563659,43.0255199,-76.1334297,1,137.8897257,3,1
80,1546479712,43.051288,-76.2288405,1,128.0979394,7,1
90,2027674814,43.0776982,-76.1812654,1,128.3544208,9,1
90,521768972,43.0351657,-76.1330151,1,129.0227127,5,1
90,480630685,43.0278029,-76.1327772,1,136.3138541,5,1
90,1375855927,43.0832287,-76.1606131,1,129.0588537,9,1
100,2027674814,43.0776982,-76.1790552,1,127.0183296,9,1
100,127681471,43.0432851,-76.1362831,1,107.1158817,5,1
100,1714434747,43.0455642,-76.2237487,1,133.5607429,7,1
100,1365847710,43.0780655,-76.1660734,1,127.1999678,9,1
100,758258298,43.0377633,-76.1455217,1,128.3544208,5,1
110,1365847710,43.0780655,-76.1638631,1,128.0979394,9,1
110,1583021411,43.0222059,-76.1295636,1,135.2214932,3,1
110,1714434747,43.0455642,-76.2215396,1,133.6456216,7,1
110,1546479712,43.051288,-76.2222126,1,126.7050529,7,1
110,196006772,43.0824633,-76.1529002,1,133.9052856,8,1
120,127681471,43.0465256,-76.1362831,1,107.1158817,5,1
