TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
10,2036232036,43.0505365,-76.2500525,1,137.3980132,5,1
20,288496331,43.0376564,-76.136695,1,125.3387321,6,1
30,890606833,43.0793925,-76.1764805,1,128.0979394,4,1
30,1421881662,43.0802487,-76.1809624,1,130.4712181,4,1
40,1616722272,43.0377054,-76.1244511,1,129.0588537,6,1
40,2036232036,43.0505365,-76.2434246,1,134.1598754,5,1
50,1421881662,43.0802487,-76.1765417,1,129.1905197,4,1
50,1616722272,43.0377054,-76.1222422,1,130.5035611,6,1
60,994948521,43.0375596,-76.1255698,1,128.3544208,6,1
60,737781054,43.0382604,-76.124878,1,127.4337368,6,1
60,1421881662,43.0802487,-76.1743313,1,129.0227127,4,1
60,288496331,43.0376563,-76.1455303,1,128.3544208,6,1
70,994948521,43.0375596,-76.123361,1,129.7841646,6,1
70,2049631195,43.0755165,-76.1697057,1,122.0002165,4,1
70,2036232036,43.0505365,-76.2367968,1,130.6534425,5,1
80,132991247,43.036937,-76.1327062,1,126.6472753,6,1
80,772591671,43.0380041,-76.1361148,1,125.5766359,6,1
80,288496331,43.0376563,-76.149948,1,131.2261163,6,1
80,737781054,43.0351819,-76.124878,1,130.9273004,6,1
80,473993455,43.0402389,-76.0430509,1,123.8301402,1,1
90,890606833,43.0793925,-76.1632185,1,129.5777175,4,1
90,772591671,43.0380041,-76.1383237,1,125.2745506,6,1
90,473993455,43.0402389,-76.0452598,1,120.1596198,1,1
90,1616722272,43.0321965,-76.1211378,1,135.2887871,6,1
100,890606833,43.0793925,-76.1610082,1,130.6534425,4,1
100,1475838028,43.0408289,-76.1327801,1,117.6163754,6,1
100,737781054,43.0319414,-76.124878,1,133.9052856,6,1
100,1616722272,43.0305762,-76.1211378,1,135.4959507,9,1
100,2036232036,43.0505365,-76.2301689,1,128.0979394,5,1
110,473993455,43.0402389,-76.0496777,1,107.1158817,1,1
110,1475838028,43.0424491,-76.1327801,1,110.9609129,6,1
110,737781054,43.0303211,-76.124878,1,135.2214932,6,1
110,288496331,43.0376563,-76.1565744,1,135.168912,6,1
110,416634221,43.0499571,-76.2205187,1,129.4148549,5,1
110,2049631195,43.0755165,-76.160865,1,127.4337368,4,1
120,2049631195,43.0755165,-76.1586548,1,129.2380702,4,1
120,1323522851,43.0264696,-76.0513817,1,131.0311164,1,1
120,2128945693,43.0821986,-76.1543001,1,133.7131287,4,1
120,1475838028,43.0440694,-76.1327801,1,96.64727528,6,1
120,1421881662,43.0802486,-76.1610692,1,131.4081993,4,1
130,288496331,43.0376563,-76.1609921,1,137.4106933,6,1
130,2115142947,43.0301996,-76.0481082,1,125.9484709,1,1
130,851561491,43.0379456,-76.1344077,1,125.3387321,6,1
130,473993455,43.0402389,-76.0540955,1,107.1158817,1,1
130,1475838028,43.0456897,-76.1327801,1,96.64727528,6,1
130,994948521,43.0375595,-76.110108,1,135.4739115,7,1
130,132991247,43.036937,-76.1216621,1,131.1546133,6,1
140,132991247,43.036937,-76.1194533,1,132.4502897,6,1
