TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
20,829744799,43.0377846,-76.1281226,3,126.4430117,6,1
30,829744799,43.0377846,-76.1259138,3,127.6633852,6,1
40,1930177697,43.0362833,-76.137813,3,127.8890558,6,1
40,829744799,43.0377846,-76.1237049,3,129.0588537,6,1
50,213321107,43.0783156,-76.1783169,3,127.6097133,4,1
50,540379719,43.0809452,-76.1789148,3,130.0655759,4,1
50,13604030,43.0518137,-76.2314355,3,127.1999678,5,1
60,443686144,43.0382688,-76.1274414,3,125.8872307,6,1
60,224296313,43.0755113,-76.1847624,3,129.2380702,4,1
60,829744799,43.0355163,-76.1226005,3,132.4502897,6,1
70,829744799,43.033896,-76.1226005,3,133.7131287,6,1
70,213321107,43.0783156,-76.1738963,3,126.6472753,4,1
70,769093765,43.0460079,-76.1348584,3,107.1158817,6,1
70,1853993402,43.0793913,-76.1762008,3,128.0979394,4,1
80,572630044,43.078359,-76.180309,3,128.6432646,4,1
80,443686144,43.0382688,-76.1230237,3,129.0588537,6,1
80,1853993402,43.0793913,-76.1739905,3,127.8890558,4,1
80,1335964659,43.0374314,-76.1293346,3,125.9484709,6,1
90,1853993402,43.0793913,-76.1717801,3,128.0979394,4,1
90,379177510,43.0733593,-76.1894849,3,131.5381389,4,1
90,1623172271,43.0792778,-76.1870668,3,132.9951287,4,1
90,213321107,43.0783156,-76.1694757,3,126.6472753,4,1
90,829744799,43.0306555,-76.1226005,3,135.8364512,9,1
100,650587616,43.0420484,-76.1352518,3,116.1467816,6,1
100,213321107,43.0783156,-76.1672654,3,126.8910801,4,1
100,1853993402,43.0793913,-76.1695698,3,127.8890558,4,1
100,572630044,43.078359,-76.1758884,3,126.8910801,4,1
100,769093765,43.0508686,-76.1348584,3,113.3363503,6,1
110,213321107,43.0783156,-76.1650551,3,127.6097133,4,1
110,1853993402,43.0793913,-76.1673595,3,128.0979394,4,1
110,370062934,43.0373392,-76.1182842,3,133.0925907,6,1
110,572630044,43.078359,-76.1736781,3,126.6472753,4,1
110,540379719,43.0809452,-76.1656525,3,129.4148549,4,1
120,1034505184,43.0443875,-76.1329825,3,96.64727528,6,1
120,682702359,43.0462257,-76.2446116,3,137.308905,5,1
120,370062934,43.0373392,-76.1160754,3,134.3215255,6,1
120,1380038712,43.0388914,-76.1305609,3,154.9751736,-1,1
120,829744799,43.0257947,-76.1226005,3,132.4038411,9,1
120,1623172271,43.0792778,-76.1936978,3,136.3688862,4,1
130,1930177697,43.021701,-76.137813,3,138.945269,9,1
130,1902004871,43.0268512,-76.0409641,3,133.0925907,1,1
130,829744799,43.0241744,-76.1226005,3,131.2261163,9,1
130,973356540,43.0750263,-76.1702292,3,158.141899,-1,1
130,1335964659,43.0374314,-76.1182905,3,132.616147,6,1
130,213321107,43.0783155,-76.1606346,3,129.8635744,4,1
