TimeStep,ID,Latitude,Longitude,finished,level
131,3,43.040927,-76.1275411,1,3
132,3,43.040927,-76.1276522,1,3
133,3,43.040927,-76.1277633,1,3
134,3,43.040927,-76.12787440000001,1,3
135,3,43.040927,-76.12798559999999,1,3
136,3,43.040927,-76.1280967,1,3
137,3,43.040927,-76.1282078,1,3
138,3,43.040927,-76.1283189,1,3
139,3,43.040927,-76.12843000000001,1,3
140,3,43.040927,-76.12843000000001,1,3
141,3,43.040927,-76.12854109999999,1,3
142,3,43.040927,-76.1286522,1,3
143,3,43.040927,-76.12876329999999,1,3
144,3,43.040927,-76.1288744,1,3
145,3,43.040927,-76.1289856,1,3
146,3,43.040927,-76.1290967,1,3
147,3,43.040927,-76.1292078,1,3
148,3,43.040927,-76.1293189,1,3
149,3,43.040927,-76.12943,1,3
150,3,43.040927,-76.12943,1,3
151,3,43.040927,-76.1295411,1,3
152,3,43.040927,-76.1296522,1,3
153,3,43.040927,-76.1297633,1,3
154,3,43.040927,-76.1298744,1,3
155,3,43.040927,-76.1299856,1,3
156,3,43.040927,-76.13009670000001,1,3
157,3,43.040927,-76.1302078,1,3
158,3,43.040927,-76.1303189,1,3
159,3,43.040927,-76.13043,1,3
160,3,43.040927,-76.13043,1,3
161,3,43.040927,-76.1305411,1,3
162,3,43.040927,-76.1306522,1,3
163,3,43.040927,-76.1307633,1,3
164,3,43.040927,-76.13087440000001,1,3
165,3,43.040927,-76.13098559999999,1,3
166,3,43.040927,-76.1310967,1,3
167,3,43.040927,-76.1312078,1,3
168,3,43.040927,-76.1313189,1,3
169,3,43.040927,-76.13143000000001,1,3
170,3,43.040927,-76.13143000000001,1,3
171,3,43.040927,-76.13154109999999,1,3
172,3,43.040927,-76.1316522,1,3
173,3,43.040927,-76.13176329999999,1,3
174,3,43.040927,-76.1318744,1,3
175,3,43.040927,-76.1319856,1,3
176,3,43.040927,-76.1320967,1,3
177,3,43.040927,-76.1322078,1,3
178,3,43.040927,-76.1323189,1,3
179,3,43.040927,-76.13243,1,3
180,3,43.040927,-76.13243,1,3
181,3,43.040927,-76.1325411,1,3
182,3,43.040927,-76.1326522,1,3
183,3,43.040927,-76.1327633,1,3
184,3,43.040927,-76.1328744,1,3
185,3,43.040927,-76.1329856,1,3
186,3,43.040927,-76.13309670000001,1,3
187,3,43.040927,-76.1332078,1,3
188,3,43.040927,-76.1333189,1,3
189,3,43.040927,-76.13343,1,3
190,3,43.040927,-76.13343,1,3
191,3,43.040927,-76.1335411,1,3
192,3,43.040927,-76.1336522,1,3
193,3,43.040927,-76.1337633,1,3
194,3,43.040927,-76.13387440000001,1,3
195,3,43.040927,-76.13398559999999,1,3
196,3,43.040927,-76.1340967,1,3
197,3,43.040927,-76.1342078,1,3
198,3,43.040927,-76.1343189,1,3
199,3,43.040927,-76.13443000000001,1,3
200,3,43.040927,-76.13443000000001,1,3
201,3,43.040927,-76.13454109999999,1,3
202,3,43.040927,-76.1346522,1,3
203,3,43.040927,-76.13476329999999,1,3
204,3,43.040927,-76.1348744,1,3
205,3,43.040927,-76.1349856,1,3
206,3,43.040927,-76.1350967,1,3
207,3,43.040927,-76.1352078,1,3
208,3,43.040927,-76.1353189,1,3
209,3,43.040927,-76.13543,1,3
210,3,43.040927,-76.13543,1,3
211,3,43.040927,-76.1355411,1,3
212,3,43.040927,-76.1356522,1,3
213,3,43.040927,-76.1357633,1,3
214,3,43.040927,-76.1358744,1,3
215,3,43.040927,-76.1359856,1,3
216,3,43.040927,-76.13609670000001,1,3
217,3,43.040927,-76.1362078,1,3
218,3,43.040927,-76.1363189,1,3
219,3,43.040927,-76.13643,1,3
220,3,43.040927,-76.13643,1,3
221,3,43.040927,-76.1365411,1,3
222,3,43.040927,-76.1366522,1,3
223,3,43.040927,-76.1367633,1,3
224,3,43.040927,-76.13687440000001,1,3
225,3,43.040927,-76.13698559999999,1,3
226,3,43.040927,-76.1370967,1,3
227,3,43.040927,-76.1372078,1,3
228,3,43.040927,-76.1373189,1,3
229,3,43.040927,-76.13743000000001,1,3
230,3,43.040927,-76.13743000000001,1,3
231,3,43.040927,-76.13754109999999,1,3
232,3,43.040927,-76.1376522,1,3
233,3,43.040927,-76.13776329999999,1,3
234,3,43.040927,-76.1378744,1,3
235,3,43.040927,-76.1379856,1,3
236,3,43.040927,-76.1380967,1,3
237,3,43.040927,-76.1382078,1,3
238,3,43.040927,-76.1383189,1,3
239,3,43.040927,-76.13843,1,3
240,3,43.040927,-76.13843,1,3
241,3,43.040927,-76.1385411,1,3
242,3,43.040927,-76.1386522,1,3
243,3,43.040927,-76.1387633,1,3
244,3,43.040927,-76.1388744,1,3
245,3,43.040927,-76.1389856,1,3
246,3,43.040927,-76.13909670000001,1,3
247,3,43.040927,-76.1392078,1,3
248,3,43.040927,-76.1393189,1,3
249,3,43.040927,-76.13943,1,3
250,3,43.040927,-76.13943,1,3
251,3,43.040927,-76.1395411,1,3
252,3,43.040927,-76.1396522,1,3
253,3,43.040927,-76.1397633,1,3
254,3,43.040927,-76.13987440000001,1,3
255,3,43.040927,-76.13998559999999,1,3
256,3,43.040927,-76.1400967,1,3
257,3,43.040927,-76.1402078,1,3
258,3,43.040927,-76.1403189,1,3
259,3,43.040927,-76.14043000000001,1,3
260,3,43.040927,-76.14043000000001,1,3
261,3,43.040927,-76.1405411,1,3
262,3,43.040927,-76.1406522,1,3
263,3,43.040927,-76.14076329999999,1,3
264,3,43.040927,-76.1408744,1,3
265,3,43.040927,-76.1409856,1,3
266,3,43.040927,-76.1410967,1,3
267,3,43.040927,-76.1412078,1,3
268,3,43.040927,-76.1413189,1,3
269,3,43.040927,-76.14143,1,3
270,3,43.040927,-76.14143,1,3
271,3,43.040927,-76.1415411,1,3
272,3,43.040927,-76.1416522,1,3
273,3,43.040927,-76.1417633,1,3
274,3,43.040927,-76.1418744,1,3
275,3,43.040927,-76.1419856,1,3
276,3,43.040927,-76.14209670000001,1,3
277,3,43.040927,-76.1422078,1,3
278,3,43.040927,-76.1423189,1,3
279,3,43.040927,-76.14243,1,3
280,3,43.040927,-76.14243,1,3
281,3,43.040927,-76.1425411,1,3
282,3,43.040927,-76.1426522,1,3
283,3,43.040927,-76.14276329999998,1,3
284,3,43.040927,-76.14287440000001,1,3
285,3,43.040927,-76.14298559999999,1,3
