TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
10,224296313,43.0826403,-76.1858676,2,131.8039422,4,1
30,540379719,43.0809452,-76.1833356,2,131.9300131,4,1
30,769093765,43.0395269,-76.1348584,2,122.507239,6,1
40,769093765,43.0411471,-76.1348584,2,118.5653608,6,1
40,13604030,43.0518137,-76.2336449,2,128.0979394,5,1
50,1889602271,43.037015,-76.1342797,2,126.7050529,6,1
50,224296313,43.0771315,-76.1847624,2,130.5035611,4,1
60,213321107,43.0783156,-76.1761066,2,126.8910801,4,1
60,769093765,43.0443876,-76.1348584,2,107.1158817,6,1
60,1889602271,43.0363669,-76.1353841,2,128.0979394,6,1
70,13604030,43.0518137,-76.2270169,2,126.7050529,5,1
70,1930177697,43.0314225,-76.137813,2,133.5607429,6,1
70,1889602271,43.0347466,-76.1353841,2,130.2095423,6,1
70,682702359,43.0462257,-76.2556573,2,164.3840294,-1,1
80,224296313,43.0722708,-76.1847624,2,127.1999678,4,1
80,213321107,43.0783156,-76.171686,2,126.8910801,4,1
80,650587616,43.0388079,-76.1352518,2,124.1321172,6,1
80,13604030,43.0518137,-76.2248075,2,126.7050529,5,1
90,650587616,43.0404281,-76.1352518,2,120.673368,6,1
90,1889602271,43.0315061,-76.1353841,2,133.6456216,6,1
90,769093765,43.0492484,-76.1348584,2,107.1158817,6,1
90,1335964659,43.0374314,-76.1271258,2,127.0183296,6,1
90,1034505184,43.0395268,-76.1329825,2,154.7040935,-1,1
100,829744799,43.0290352,-76.1226005,2,134.7326636,9,1
100,1335964659,43.0374314,-76.1249169,2,128.3544208,6,1
100,224296313,43.0690303,-76.1847624,2,126.7050529,4,1
100,540379719,43.0809452,-76.1678629,2,129.0588537,4,1
100,443686144,43.0382688,-76.118606,2,132.1501161,6,1
110,1889602271,43.0282656,-76.1353841,2,136.3688862,6,1
110,1930177697,43.0249415,-76.137813,2,138.5854755,6,1
110,951385586,43.0803738,-76.1770513,2,129.4148549,4,1
110,650587616,43.0436686,-76.1352518,2,110.1650115,6,1
110,379177510,43.0701188,-76.1894849,2,131.0311164,4,1
120,1853993402,43.0793913,-76.1651492,2,128.6928511,4,1
120,13604030,43.0518137,-76.2159702,2,129.2380702,5,1
120,540379719,43.0809452,-76.1634421,2,130.0655759,4,1
120,213321107,43.0783155,-76.1628449,2,128.6432646,4,1
120,1889602271,43.0266453,-76.1353841,2,137.5430949,6,1
120,1335964659,43.0374314,-76.1204993,2,131.2261163,6,1
130,769093765,43.0557294,-76.1348584,2,125.5766359,6,1
130,1034505184,43.0460078,-76.1329825,2,96.64727528,6,1
130,572630044,43.078359,-76.1692575,2,126.6472753,4,1
130,224296313,43.0641695,-76.1847624,2,127.1999678,4,1
130,1853993402,43.0793913,-76.1629388,2,129.5777175,4,1
130,1623172271,43.0778196,-76.1936978,2,136.0562626,4,1
130,370062934,43.0373392,-76.1138666,2,135.4959507,6,1
140,650587616,43.0485294,-76.1352518,2,105.6781752,6,1
140,1433178012,43.0371993,-76.1308284,2,126.8910801,6,1
140,973356540,43.0750263,-76.1680191,2,157.9245407,-1,1
140,769093765,43.0573497,-76.1348584,2,128.0979394,6,1
140,540379719,43.0809452,-76.1590214,2,131.9300131,4,1
140,1380038712,43.0421319,-76.1305609,2,116.1467816,6,1
140,379177510,43.065258,-76.1894849,2,131.1546133,4,1
150,650587616,43.0501496,-76.1352518,2,110.1650115,6,1
150,973356540,43.0750263,-76.1658089,2,157.7048294,-1,1
150,769093765,43.0589699,-76.1348584,2,130.2095423,6,1
150,572630044,43.078359,-76.1648369,2,127.6097133,4,1
150,1457913269,43.0773111,-76.1725381,2,158.4858221,-1,1
150,276977300,43.0807836,-76.1734286,2,158.7225127,-1,1
150,1433178012,43.0371993,-76.1286195,2,127.6097133,6,1
150,443686144,43.0361624,-76.1106541,2,136.8738126,7,1
160,572630044,43.078359,-76.1626267,2,128.6432646,4,1
160,1781424611,43.0510549,-76.2364215,2,130.6534425,5,1
160,650587616,43.0509598,-76.1343681,2,111.6195502,6,1
160,1034505184,43.0508686,-76.1329825,2,110.9609129,6,1
160,1889602271,43.0201643,-76.1353841,2,137.6927816,9,1
160,13604030,43.0518137,-76.2071328,2,134.3215255,5,1
160,678886881,43.0382689,-76.128971,2,125.1776815,6,1
160,1902004871,43.0268512,-76.0475894,2,130.6534425,1,1
170,204483512,43.0481884,-76.2360875,2,132.4780796,5,1
170,1967225072,43.037327,-76.1386881,2,126.7050529,6,1
170,224296313,43.0576885,-76.1847624,2,131.8039422,4,1
170,276977300,43.0807836,-76.1690079,2,158.3124477,-1,1
170,1032934861,43.0826675,-76.1697627,2,126.6472753,4,1
170,1853993402,43.0793913,-76.1540975,2,134.1598754,4,1
170,1457913269,43.0773111,-76.1681176,2,125.3387321,4,1
170,1433178012,43.0371993,-76.1242019,2,129.8635744,6,1
170,624147607,43.0240455,-76.1322095,2,136.8738126,9,1
180,276977300,43.0807836,-76.1667975,2,158.1031188,-1,1
180,224296313,43.0560683,-76.1847624,2,133.0925907,4,1
180,1930177697,43.0135996,-76.137813,2,133.9052856,8,1
180,1967225072,43.037327,-76.1408969,2,127.1999678,6,1
180,1380038712,43.0486129,-76.1305609,2,105.6781752,6,1
180,1533938277,43.0795471,-76.175001,2,158.8233499,-1,1
180,443686144,43.0313017,-76.1106541,2,134.3215255,9,1
180,13604030,43.0518137,-76.2027142,2,136.6002137,5,1
180,1623172271,43.0697183,-76.1936978,2,134.3054504,4,1
190,1032934861,43.0826675,-76.1653418,2,127.6097133,4,1
190,1781424611,43.0510549,-76.2297936,2,128.0979394,5,1
190,443686144,43.0296814,-76.1106541,2,132.7889578,9,1
190,678886881,43.0382689,-76.1223445,2,129.8635744,6,1
190,1034505184,43.0557293,-76.1329825,2,125.2745506,6,1
190,276977300,43.0807836,-76.1645871,2,157.8916877,-1,1
190,624147607,43.020805,-76.1322095,2,136.0703174,9,1
190,829744799,43.0144529,-76.1226005,2,127.9415915,9,1
190,213321107,43.0783155,-76.1473728,2,129.7042679,3,1
190,1380038712,43.0502332,-76.1305609,2,110.1650115,6,1
200,1452181223,43.0755366,-76.1774978,2,123.0907171,4,1
200,624147607,43.0191847,-76.1322095,2,135.8221416,9,1
200,1935696480,43.0434496,-76.2501013,2,138.8378024,2,1
200,1380038712,43.0518534,-76.1305609,2,116.1467816,6,1
200,1457913269,43.0773111,-76.1614868,2,128.3544208,4,1
200,1549809375,43.0394839,-76.1300648,2,155.1436064,-1,1
200,1853993402,43.0793913,-76.1474665,2,130.0655759,3,1
200,1781424611,43.0510549,-76.2275843,2,127.8890558,5,1
200,1447779968,43.079535,-76.1789944,2,159.2214472,-1,1
200,678886881,43.0382689,-76.1201356,2,131.4081993,6,1
200,443686144,43.0280612,-76.1106541,2,131.0621005,9,1
210,379177510,43.0539163,-76.1894849,2,136.4714491,4,1
210,682702359,43.0462256,-76.2247294,2,133.577763,5,1
210,678886881,43.0382689,-76.1179268,2,132.8700224,6,1
210,2053996077,43.0418116,-76.1322423,2,154.9306587,-1,1
210,1889602271,43.012063,-76.1353841,2,131.8039422,8,1
210,1331543236,43.0439568,-76.2369526,2,136.0703174,5,1
210,1447779968,43.079535,-76.1767841,2,159.023919,-1,1
210,1549809375,43.0411041,-76.1300648,2,155.1922578,-1,1
210,1380038712,43.0534737,-76.1305609,2,120.673368,6,1
210,1930177697,43.0087389,-76.137813,2,129.2380702,8,1
210,1433178012,43.0371993,-76.1153667,2,134.9181306,6,1
220,1818629112,43.0301586,-76.1312863,2,134.3776325,6,1
220,1300600599,43.0571591,-76.1348182,2,127.9415915,6,1
220,276977300,43.0807836,-76.157956,2,132.4502897,4,1
220,1380038712,43.0550939,-76.1305609,2,124.1321172,6,1
220,1375431509,43.0828848,-76.1688746,2,158.1702646,-1,1
220,689680285,43.0778751,-76.1696167,2,158.2165483,-1,1
