TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
20,1930177697,43.0369314,-76.1344998,4,126.7050529,6,1
30,224296313,43.080372,-76.1847624,4,132.4502897,4,1
40,540379719,43.0809452,-76.1811252,4,130.9273004,4,1
40,224296313,43.0787517,-76.1847624,4,131.8039422,4,1
50,1930177697,43.034663,-76.137813,4,130.0655759,6,1
50,379177510,43.0772479,-76.1861695,4,131.2261163,4,1
50,769093765,43.0427674,-76.1348584,4,113.3363503,6,1
60,1930177697,43.0330428,-76.137813,4,131.9300131,6,1
60,13604030,43.0518137,-76.2292262,4,126.7050529,5,1
60,572630044,43.078359,-76.1847296,4,131.1546133,4,1
70,572630044,43.078359,-76.1825193,4,129.8635744,4,1
70,224296313,43.073891,-76.1847624,4,128.0979394,4,1
70,1335964659,43.0374314,-76.1315434,4,125.3387321,6,1
70,443686144,43.0382688,-76.1252325,4,127.4337368,6,1
80,1930177697,43.0298023,-76.137813,4,135.0098833,6,1
80,540379719,43.0809452,-76.1722837,4,129.0588537,4,1
80,682702359,43.0462257,-76.2534482,4,164.2401429,-1,1
80,829744799,43.0322757,-76.1226005,4,134.9181306,6,1
90,682702359,43.0462257,-76.251239,4,139.5935488,5,1
90,370062934,43.0373392,-76.1227019,4,130.5035611,6,1
90,13604030,43.0518137,-76.2225982,4,126.7050529,5,1
90,540379719,43.0809452,-76.1700733,4,129.0588537,4,1
100,13604030,43.0518137,-76.2203888,4,127.1999678,5,1
100,951385586,43.0803738,-76.1792617,4,130.0655759,4,1
100,1930177697,43.0265617,-76.137813,4,137.4991104,6,1
100,1889602271,43.0298858,-76.1353841,4,135.0782763,6,1
100,370062934,43.0373392,-76.1204931,4,131.8039422,6,1
110,13604030,43.0518137,-76.2181795,4,128.0979394,5,1
110,1300600599,43.0393363,-76.1348182,4,154.5536649,-1,1
110,973356540,43.0750263,-76.1746496,4,158.56728,-1,1
110,1335964659,43.0374314,-76.1227081,4,129.7841646,6,1
110,1034505184,43.0427673,-76.1329825,4,110.9609129,6,1
110,624147607,43.033767,-76.1322095,4,155.1208401,-1,1
120,572630044,43.078359,-76.1714678,4,126.8910801,4,1
120,769093765,43.0541091,-76.1348584,4,122.507239,6,1
120,650587616,43.0452889,-76.1352518,4,105.6781752,6,1
120,443686144,43.0382688,-76.1141883,4,134.8566011,6,1
120,379177510,43.0684985,-76.1894849,4,131.1546133,4,1
120,224296313,43.0657898,-76.1847624,4,126.7050529,4,1
130,1300600599,43.0425768,-76.1348182,4,111.6195502,6,1
130,650587616,43.0469091,-76.1352518,4,110.1650115,6,1
130,540379719,43.0809452,-76.1612317,4,130.9273004,4,1
130,1380038712,43.0405117,-76.1305609,4,120.673368,6,1
130,276977300,43.0807837,-76.1778494,4,159.123656,-1,1
130,379177510,43.0668783,-76.1894849,4,131.0311164,4,1
140,224296313,43.0625493,-76.1847624,4,128.0979394,4,1
140,1902004871,43.0268512,-76.0431725,4,132.1501161,1,1
140,572630044,43.078359,-76.1670472,4,126.8910801,4,1
140,951385586,43.0803738,-76.1704202,4,129.0588537,4,1
140,276977300,43.0807837,-76.175639,4,158.9246281,-1,1
140,1623172271,43.0761993,-76.1936978,4,135.4739115,4,1
140,1335964659,43.0374314,-76.1160817,4,133.9301418,6,1
150,1300600599,43.0458173,-76.1348182,4,101.1341116,6,1
150,1331543236,43.0439568,-76.2502069,4,139.2183968,2,1
150,224296313,43.060929,-76.1847624,4,129.2380702,4,1
