TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
10,1375855927,43.0832287,-76.1782968,3,126.4430117,9,1
20,950115756,43.0496116,-76.2342623,3,132.4502897,7,1
30,965563659,43.0336212,-76.1334297,3,131.0311164,5,1
30,527523866,43.036118,-76.0309591,3,136.3688862,6,1
40,196006772,43.0824633,-76.1683733,3,126.7050529,9,1
40,480630685,43.0359042,-76.1327772,3,127.8890558,5,1
50,1375855927,43.0832287,-76.1694549,3,125.2745506,9,1
50,1546479712,43.0512881,-76.2354685,3,131.8039422,7,1
60,480630685,43.0326637,-76.1327772,3,131.9300131,5,1
60,196006772,43.0824633,-76.1639524,3,128.0979394,9,1
60,950115756,43.0496116,-76.2254253,3,129.1905197,7,1
70,950115756,43.0496116,-76.223216,3,129.0227127,7,1
70,1546479712,43.0512881,-76.2310498,3,129.2380702,7,1
70,480630685,43.0310435,-76.1327772,3,133.5607429,5,1
80,196006772,43.0824633,-76.1595315,3,130.5035611,9,1
80,480630685,43.0294232,-76.1327772,3,135.0098833,5,1
80,521768972,43.0367859,-76.1330151,3,126.6472753,5,1
80,1375855927,43.0832287,-76.1628236,3,127.6633852,9,1
90,965563659,43.0238996,-76.1334297,3,137.4106933,3,1
90,1365847710,43.0780655,-76.1682837,3,126.7050529,9,1
90,977305415,43.0830253,-76.1747012,3,125.3387321,9,1
90,527523866,43.036118,-76.0442117,3,125.5766359,6,1
100,1583021411,43.0238262,-76.1295636,3,135.7575535,3,1
100,1375855927,43.0832287,-76.1584026,3,130.5035611,9,1
100,950115756,43.0496116,-76.2165882,3,129.1905197,7,1
100,2004251105,43.0776756,-76.1773937,3,125.9484709,9,1
100,1845904711,43.0816045,-76.1739738,3,127.8890558,9,1
110,480630685,43.0245624,-76.1327772,3,137.6430769,3,1
110,2027674814,43.0776982,-76.1768449,3,125.9484709,9,1
110,1845904711,43.0816045,-76.1717634,3,128.0979394,9,1
110,977305415,43.0830253,-76.1702802,3,125.3387321,9,1
110,1375855927,43.0832287,-76.1561922,3,131.9300131,9,1
120,521768972,43.0303049,-76.1330151,3,134.3054504,5,1
120,607915162,43.0463864,-76.2275763,3,133.163017,7,1
120,965563659,43.0190388,-76.1334297,3,136.4441779,3,1
120,1374580125,43.0347709,-76.1297069,3,129.4148549,5,1
120,758258298,43.0377633,-76.1499394,3,131.2261163,5,1
130,1714434747,43.0455642,-76.2171214,3,133.6456216,7,1
130,521768972,43.0286846,-76.1330151,3,135.6781752,5,1
130,1365847710,43.0780655,-76.1594426,3,130.5035611,9,1
130,1546479712,43.051288,-76.2177939,3,126.7050529,7,1
130,1104686757,43.0304165,-76.130259,3,134.4811946,5,1
130,1845904711,43.0816045,-76.1673426,3,128.0979394,9,1
140,950115756,43.0496116,-76.2077512,3,132.4502897,7,1
140,1375855927,43.0832287,-76.1495608,3,131.3174759,8,1
140,2004251105,43.0776756,-76.1862347,3,131.2261163,9,1
140,358564461,43.0785704,-76.1817923,3,129.2380702,9,1
140,1104686757,43.0287962,-76.130259,3,135.8221416,5,1
140,1845904711,43.0816045,-76.1651322,3,128.6928511,9,1
150,758258298,43.0377633,-76.1565659,3,135.168912,5,1
150,1009689797,43.0347259,-76.1324924,3,130.0989404,5,1
150,1365430366,43.0332354,-76.1301695,3,131.3174759,5,1
150,1363401731,43.0439984,-76.1329666,3,105.6781752,5,1
150,2027674814,43.0776982,-76.1680038,3,125.3387321,9,1
150,977305415,43.0830253,-76.1614384,3,128.3544208,9,1
150,950115756,43.0496116,-76.205542,3,133.5351711,7,1
160,607915162,43.0463864,-76.2187397,3,132.7708748,7,1
