TimeStep,ID,Latitude,Longitude,finished,level
0,1,43.034927,-76.11443,1,2
10,1,43.034927,-76.11543,1,2
20,1,43.034927,-76.11643000000001,1,2
30,1,43.034927,-76.11743,1,2
40,1,43.034927,-76.11843,1,2
50,1,43.034927,-76.11943000000001,1,2
60,1,43.034927,-76.12043,1,2
70,1,43.034927,-76.12143,1,2
110,4,43.032927,-76.12543000000001,1,2
120,4,43.032927,-76.12643,1,2
130,4,43.032927,-76.12743,1,2
140,4,43.032927,-76.12843000000001,1,2
150,4,43.032927,-76.12943,1,2
160,4,43.032927,-76.13043,1,2
170,4,43.032927,-76.13143000000001,1,2
180,4,43.032927,-76.13243,1,2
190,4,43.032927,-76.13343,1,2
200,4,43.032927,-76.13443000000001,1,2
210,4,43.032927,-76.13543,1,2
220,4,43.032927,-76.13643,1,2
230,1,43.034927,-76.13743000000001,1,2
230,4,43.032927,-76.13743000000001,1,2
240,1,43.034927,-76.13843,1,2
240,4,43.032927,-76.13843,1,2
250,1,43.034927,-76.13943,1,2
260,1,43.034927,-76.14043000000001,1,2
270,1,43.034927,-76.14143,1,2
280,1,43.034927,-76.14243,1,2
290,1,43.034927,-76.14343000000001,1,2
300,1,43.034927,-76.14443,1,2
310,3,43.040927,-76.14543,1,2
320,3,43.040927,-76.14643000000001,1,2
330,3,43.040927,-76.14743,1,2
340,3,43.040927,-76.14843,1,2
350,3,43.040927,-76.14943000000001,1,2
360,3,43.040927,-76.15043,1,2
370,3,43.040927,-76.15143,1,2
380,3,43.040927,-76.15243000000001,1,2
390,3,43.040927,-76.15343,1,2
400,3,43.040927,-76.15443,1,2
410,3,43.040927,-76.15543000000001,1,2
420,3,43.040927,-76.15643,1,2
430,3,43.040927,-76.15743,1,2
440,3,43.040927,-76.15843000000001,1,2
450,3,43.040927,-76.15943,1,2
