TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
20,2049631195,43.0755166,-76.1807566,4,125.5766359,4,1
20,1616722272,43.0377054,-76.1288687,4,126.4430117,6,1
30,2036232036,43.0505365,-76.2456339,4,135.2887871,5,1
40,1421881662,43.0802487,-76.178752,4,129.7042679,4,1
40,2128945693,43.0821986,-76.1719835,4,126.8910801,4,1
50,2049631195,43.0755166,-76.1741261,4,122.0002165,4,1
50,2036232036,43.0505365,-76.2412153,4,132.9951287,5,1
50,890606833,43.0793925,-76.1720598,4,128.0979394,4,1
60,1584689357,43.0373161,-76.1281394,4,127.6097133,6,1
60,416634221,43.0499571,-76.2315651,4,129.4148549,5,1
60,2036232036,43.0505365,-76.239006,4,131.8039422,5,1
70,2128945693,43.0821986,-76.1653522,4,127.6097133,4,1
70,737781054,43.0368021,-76.124878,4,129.2380702,6,1
70,1616722272,43.035437,-76.1211378,4,132.9951287,6,1
70,473993455,43.0402389,-76.040842,4,126.7050529,1,1
80,1584689357,43.037316,-76.1237218,4,129.8635744,6,1
80,2053287062,43.0765056,-76.1858895,4,130.6534425,4,1
80,1323522851,43.0264697,-76.042548,4,132.8700224,1,1
80,890606833,43.0793925,-76.1654289,4,128.6928511,4,1
90,2049631195,43.0755165,-76.1652853,4,123.8301402,4,1
90,288496331,43.0376563,-76.1521568,4,132.616147,6,1
90,2053287062,43.0765056,-76.1836793,4,129.0588537,4,1
90,1323522851,43.0264697,-76.0447564,4,132.121617,1,1
90,523396853,43.0830848,-76.1771982,4,125.9484709,4,1
100,523396853,43.0830848,-76.1749877,4,125.3387321,4,1
100,1323522851,43.0264697,-76.0469648,4,131.5381389,1,1
100,2049631195,43.0755165,-76.1630751,4,125.5766359,4,1
100,1584689357,43.037316,-76.1193041,4,132.4502897,6,1
100,2053287062,43.0765056,-76.181469,4,127.4337368,4,1
110,1584689357,43.037316,-76.1170953,4,133.7131287,6,1
110,1431700245,43.0382162,-76.1326132,4,132.4417614,7,1
110,2053287062,43.0765056,-76.1792588,4,125.8872307,4,1
110,1323522851,43.0264697,-76.0491732,4,131.1546133,1,1
110,2036232036,43.0505365,-76.2279596,4,127.8890558,5,1
120,1584689357,43.037316,-76.1148865,4,134.9181306,6,1
120,473993455,43.0402389,-76.0518866,4,96.64727528,1,1
120,2053287062,43.0765056,-76.1770486,4,124.5808366,4,1
120,1616722272,43.0273357,-76.1211378,4,133.0925907,9,1
120,132991247,43.036937,-76.123871,4,129.8635744,6,1
120,1507836548,43.0465933,-76.2410124,4,135.6781752,5,1
130,2128945693,43.0821986,-76.1520896,4,133.163017,3,1
130,2049631195,43.0755165,-76.1564446,4,130.9273004,4,1
130,2036232036,43.0505364,-76.223541,4,127.8890558,5,1
130,1507836548,43.0465933,-76.2388032,4,134.9181306,5,1
130,1616722272,43.0257155,-76.1211378,4,131.8039422,9,1
130,772591671,43.0380041,-76.147159,4,129.0588537,6,1
140,1584689357,43.0352097,-76.1135612,4,136.6942851,6,1
140,2115142947,43.0301996,-76.0503167,4,125.3387321,1,1
140,585502488,43.064749,-76.1877954,4,129.1905197,4,1
