TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
20,1375855927,43.0832287,-76.1760863,4,125.5766359,9,1
20,1583021411,43.0367883,-76.1295636,4,127.1999678,5,1
30,196006772,43.0824633,-76.1705837,4,126.7050529,9,1
30,950115756,43.0496116,-76.2320531,4,131.4081993,7,1
40,1583021411,43.0335477,-76.1295636,4,131.3174759,5,1
50,1583021411,43.0319275,-76.1295636,4,132.9951287,5,1
50,480630685,43.034284,-76.1327772,4,130.0655759,5,1
50,758258298,43.0377633,-76.1344776,4,125.3387321,5,1
60,1546479712,43.0512881,-76.2332591,4,130.5035611,7,1
60,758258298,43.0377633,-76.1366864,4,125.3387321,5,1
60,1845904711,43.0816045,-76.1828154,4,130.6534425,9,1
70,965563659,43.0271401,-76.1334297,4,136.9199557,5,1
70,196006772,43.0824633,-76.161742,4,129.2380702,9,1
70,1714434747,43.0455642,-76.230376,4,134.3215255,7,1
80,1583021411,43.0270667,-76.1295636,4,137.0378645,3,1
80,1845904711,43.0816045,-76.1783946,4,128.6928511,9,1
80,950115756,43.0496116,-76.2210068,4,129.1905197,7,1
80,1365847710,43.0780655,-76.170494,4,126.7050529,9,1
90,1714434747,43.0455642,-76.2259578,4,133.6456216,7,1
90,196006772,43.0824633,-76.1573211,4,131.8039422,9,1
90,1104686757,43.0368975,-76.130259,4,127.1999678,5,1
90,1546479712,43.051288,-76.2266312,4,127.1999678,7,1
100,1546479712,43.051288,-76.2244219,4,126.7050529,7,1
100,480630685,43.0261827,-76.1327772,4,137.4991104,5,1
100,965563659,43.0222793,-76.1334297,4,136.99868,3,1
100,607915162,43.0463864,-76.2319946,4,134.2166813,7,1
100,1104686757,43.0352773,-76.130259,4,129.4148549,5,1
110,1104686757,43.033657,-76.130259,4,131.3174759,5,1
110,965563659,43.0206591,-76.1334297,4,136.6674768,3,1
110,758258298,43.0377633,-76.1477306,4,129.7841646,5,1
110,1374580125,43.0363912,-76.1297069,4,127.1999678,5,1
110,950115756,43.0496116,-76.214379,4,129.7042679,7,1
120,2004251105,43.0776756,-76.1818142,4,128.3544208,9,1
