TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished
10,2049631195,43.0755166,-76.1829668,3,127.4337368,4,1
20,2036232036,43.0505365,-76.2478432,3,136.3688862,5,1
30,288496331,43.0376564,-76.1389038,3,125.3387321,6,1
40,737781054,43.0382604,-76.1292957,3,124.5808366,6,1
40,890606833,43.0793925,-76.1742702,3,127.8890558,4,1
50,2128945693,43.0821986,-76.1697731,3,126.6472753,4,1
50,585502488,43.0767388,-76.1844801,3,129.0588537,4,1
50,994948521,43.0375596,-76.1277786,3,127.0183296,6,1
60,2049631195,43.0755166,-76.1719159,3,122.507239,4,1
60,2128945693,43.0821986,-76.1675626,3,126.8910801,4,1
60,890606833,43.0793925,-76.1698495,3,127.8890558,4,1
70,416634221,43.0499571,-76.2293558,3,129.0588537,5,1
70,585502488,43.0760907,-76.1877954,3,131.4081993,4,1
70,1323522851,43.0264697,-76.0403395,3,133.7131287,1,1
70,1421881662,43.0802486,-76.1721209,3,129.1905197,4,1
80,2036232036,43.0505365,-76.2345875,3,129.5777175,5,1
80,2128945693,43.0821986,-76.1631418,3,128.6432646,4,1
80,1616722272,43.0338168,-76.1211378,3,134.1598754,6,1
80,585502488,43.0744705,-76.1877954,3,130.4712181,4,1
90,994948521,43.0375596,-76.1189433,3,132.616147,6,1
90,1475838028,43.0392086,-76.1327801,3,122.0002165,6,1
90,416634221,43.0499571,-76.2249373,3,129.0588537,5,1
90,585502488,43.0728502,-76.1877954,3,129.7042679,4,1
90,132991247,43.036937,-76.1304974,3,126.8910801,6,1
100,473993455,43.0402389,-76.0474688,3,115.1012173,1,1
100,416634221,43.0499571,-76.222728,3,129.0588537,5,1
100,994948521,43.0375596,-76.1167345,3,133.9301418,6,1
100,772591671,43.0380041,-76.1405325,3,125.5766359,6,1
100,585502488,43.07123,-76.1877954,3,129.1905197,4,1
110,2128945693,43.0821986,-76.1565105,3,132.4502897,4,1
110,585502488,43.0696097,-76.1877954,3,129.0227127,4,1
110,1616722272,43.028956,-76.1211378,3,134.3215255,9,1
110,132991247,43.036937,-76.1260798,3,128.6432646,6,1
110,523396853,43.0830848,-76.1727773,3,125.3387321,4,1
120,851561491,43.0379456,-76.1321988,3,125.3387321,6,1
120,416634221,43.0499571,-76.2183095,3,130.0655759,5,1
120,1431700245,43.0382162,-76.1304044,3,131.7609958,7,1
120,890606833,43.0793925,-76.1565876,3,132.9951287,4,1
120,737781054,43.0287008,-76.124878,3,136.0069509,9,1
120,523396853,43.0830848,-76.1705668,3,125.3387321,4,1
130,1584689357,43.03683,-76.1135612,3,136.0562626,6,1
130,1323522851,43.0264696,-76.0535901,3,131.1546133,1,1
130,465141599,43.0757638,-76.1722205,3,122.1237135,4,1
130,949915704,43.0372873,-76.1233635,3,130.5035611,6,1
130,737781054,43.0270806,-76.124878,3,135.0782763,9,1
130,523396853,43.0830848,-76.1683564,3,125.3387321,4,1
140,2036232036,43.0505364,-76.2213317,3,128.0979394,5,1
140,465141599,43.0757638,-76.1700103,3,122.1237135,4,1
140,1323522851,43.0264696,-76.0557985,3,131.0311164,1,1
140,1475838028,43.0473099,-76.1327801,3,96.64727528,6,1
140,1012225358,43.0382502,-76.1326983,3,132.4417614,7,1
140,2053287062,43.0765056,-76.1726281,3,123.8301402,4,1
140,772591671,43.0380041,-76.1493679,3,130.5035611,6,1
150,1584689357,43.0335894,-76.1135612,3,136.4441779,9,1
150,1788412196,43.0796581,-76.1773663,3,129.4148549,4,1
150,2036232036,43.0505364,-76.2191224,3,128.6928511,5,1
150,772591671,43.0380041,-76.1515767,3,131.9300131,6,1
150,890606833,43.0793925,-76.1499566,3,131.8039422,3,1
