TimeStep,ID,Latitude,Longitude,finished,level
0,2,43.036927,-76.11443,1,1
0,4,43.032927,-76.11443,1,1
10,2,43.036927,-76.11543,1,1
10,4,43.032927,-76.11543,1,1
20,2,43.036927,-76.11643000000001,1,1
20,4,43.032927,-76.11643000000001,1,1
30,2,43.036927,-76.11743,1,1
30,4,43.032927,-76.11743,1,1
40,2,43.036927,-76.11843,1,1
40,4,43.032927,-76.11843,1,1
50,2,43.036927,-76.11943000000001,1,1
50,4,43.032927,-76.11943000000001,1,1
60,2,43.036927,-76.12043,1,1
60,4,43.032927,-76.12043,1,1
70,2,43.036927,-76.12143,1,1
70,4,43.032927,-76.12143,1,1
80,1,43.034927,-76.12243000000001,1,1
80,2,43.036927,-76.12243000000001,1,1
80,4,43.032927,-76.12243000000001,1,1
90,1,43.034927,-76.12343,1,1
90,2,43.036927,-76.12343,1,1
90,4,43.032927,-76.12343,1,1
100,1,43.034927,-76.12443,1,1
100,2,43.036927,-76.12443,1,1
100,4,43.032927,-76.12443,1,1
110,1,43.034927,-76.12543000000001,1,1
110,2,43.036927,-76.12543000000001,1,1
120,1,43.034927,-76.12643,1,1
120,2,43.036927,-76.12643,1,1
130,1,43.034927,-76.12743,1,1
130,2,43.036927,-76.12743,1,1
140,1,43.034927,-76.12843000000001,1,1
140,2,43.036927,-76.12843000000001,1,1
150,1,43.034927,-76.12943,1,1
150,2,43.036927,-76.12943,1,1
160,1,43.034927,-76.13043,1,1
160,2,43.036927,-76.13043,1,1
170,1,43.034927,-76.13143000000001,1,1
170,2,43.036927,-76.13143000000001,1,1
180,1,43.034927,-76.13243,1,1
180,2,43.036927,-76.13243,1,1
190,1,43.034927,-76.13343,1,1
190,2,43.036927,-76.13343,1,1
200,1,43.034927,-76.13443000000001,1,1
200,2,43.036927,-76.13443000000001,1,1
210,1,43.034927,-76.13543,1,1
210,2,43.036927,-76.13543,1,1
220,1,43.034927,-76.13643,1,1
220,2,43.036927,-76.13643,1,1
230,2,43.036927,-76.13743000000001,1,1
240,2,43.036927,-76.13843,1,1
250,2,43.036927,-76.13943,1,1
260,2,43.036927,-76.14043000000001,1,1
270,2,43.036927,-76.14143,1,1
280,2,43.036927,-76.14243,1,1
290,2,43.036927,-76.14343000000001,1,1
300,2,43.036927,-76.14443,1,1
310,1,43.034927,-76.14543,1,1
310,2,43.036927,-76.14543,1,1
320,1,43.034927,-76.14643000000001,1,1
320,2,43.036927,-76.14643000000001,1,1
330,1,43.034927,-76.14743,1,1
330,2,43.036927,-76.14743,1,1
340,1,43.034927,-76.14843,1,1
340,2,43.036927,-76.14843,1,1
350,1,43.034927,-76.14943000000001,1,1
350,2,43.036927,-76.14943000000001,1,1
360,1,43.034927,-76.15043,1,1
360,2,43.036927,-76.15043,1,1
370,1,43.034927,-76.15143,1,1
370,2,43.036927,-76.15143,1,1
380,1,43.034927,-76.15243000000001,1,1
380,2,43.036927,-76.15243000000001,1,1
390,1,43.034927,-76.15343,1,1
390,2,43.036927,-76.15343,1,1
400,1,43.034927,-76.15443,1,1
400,2,43.036927,-76.15443,1,1
410,1,43.034927,-76.15543000000001,1,1
410,2,43.036927,-76.15543000000001,1,1
420,1,43.034927,-76.15643,1,1
420,2,43.036927,-76.15643,1,1
430,1,43.034927,-76.15743,1,1
430,2,43.036927,-76.15743,1,1
440,1,43.034927,-76.15843000000001,1,1
440,2,43.036927,-76.15843000000001,1,1
450,1,43.034927,-76.15943,1,1
450,2,43.036927,-76.15943,1,1
460,1,43.034927,-76.16043,1,1
460,2,43.036927,-76.16043,1,1
460,3,43.040927,-76.16043,1,1
470,1,43.034927,-76.16143000000001,1,1
470,2,43.036927,-76.16143000000001,1,1
470,3,43.040927,-76.16143000000001,1,1
480,1,43.034927,-76.16243,1,1
480,2,43.036927,-76.16243,1,1
480,3,43.040927,-76.16243,1,1
490,1,43.034927,-76.16343,1,1
490,2,43.036927,-76.16343,1,1
490,3,43.040927,-76.16343,1,1
500,1,43.034927,-76.16443000000001,-1,1
500,2,43.036927,-76.16443000000001,-1,1
500,3,43.040927,-76.16443000000001,-1,1
