TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished,Trajectory
1,1458493498,43.0368617,-76.1339751,2,128.5925007,1,1,-1
3,1458493498,43.0366622,-76.133627,2,999,-1,1,-1
5,1737904745,43.078392,-76.1748988,2,129.6851635,7,1,-1
7,1737904745,43.0780985,-76.1747116,2,129.2783049,7,1,-1
9,1737904745,43.0778048,-76.1745245,2,128.8591363,7,1,-1
11,757675095,43.0773812,-76.1770672,2,128.9813641,7,1,-1
12,757675095,43.0772784,-76.1768964,2,128.7888557,7,1,-1
12,1737904745,43.0773643,-76.1742444,2,128.2057389,7,1,-1
13,1458493498,43.0356567,-76.131895,2,130.4892117,1,1,-1
14,234184799,43.0368458,-76.1307636,2,129.3789654,1,1,-1
15,60575480,43.0505785,-76.2435097,2,999,-1,1,-1
16,1737904745,43.0767766,-76.1738716,2,127.284375,7,1,-1
16,60575480,43.0505099,-76.2433095,2,137.9220652,9,1,-1
17,234184799,43.0365101,-76.1302843,2,129.941595,1,1,-1
18,757675095,43.0766606,-76.1758725,2,127.5909188,7,1,-1
19,60575480,43.050304,-76.2427092,2,137.7505782,9,1,-1
20,1737904745,43.0761887,-76.1734996,2,126.2990978,7,1,-1
20,1458493498,43.0349447,-76.1306915,2,131.5570289,1,1,-1
21,60575480,43.0501666,-76.242309,2,137.6386038,9,1,-1
22,1737904745,43.0758946,-76.173314,2,125.7799621,7,1,-1
22,72524579,43.0379767,-76.1332425,2,127.0563409,1,1,-1
23,757675095,43.0761447,-76.1750205,2,126.536932,7,1,-1
23,1708706542,43.0285916,-76.0381801,2,999,-1,1,-1
24,72524579,43.0376539,-76.1332034,2,127.5476051,1,1,-1
24,234184799,43.0357223,-76.129172,2,131.1857995,1,1,-1
25,234184799,43.0356092,-76.1290138,2,131.3560541,1,1,-1
26,1458493498,43.0343288,-76.1296662,2,132.4387615,1,1,-1
26,1737904745,43.0753062,-76.1729434,2,124.6829703,7,1,-1
27,60575480,43.0497537,-76.241109,2,137.3154588,9,1,-1
27,72524579,43.0371697,-76.133145,2,128.2519259,1,1,-1
28,1458493498,43.0341223,-76.1293258,2,132.7252004,1,1,-1
28,1737904745,43.0750119,-76.1727584,2,124.1025906,7,1,-1
29,1458493498,43.0340188,-76.1291558,2,132.8669848,1,1,-1
30,72524579,43.0366855,-76.133087,2,128.920612,1,1,-1
30,60575480,43.0495468,-76.2405092,2,137.1619491,9,1,-1
31,72524579,43.0365241,-76.1330677,2,999,-1,1,-1
31,1708706542,43.0284231,-76.0399319,2,999,-1,1,-1
32,1708706542,43.028402,-76.0401508,2,999,-1,1,-1
32,1458493498,43.0337074,-76.128647,2,133.2865552,1,1,-1
32,72524579,43.0363627,-76.1330484,2,129.3482985,1,1,-1
33,1458493498,43.0336033,-76.1284778,2,133.4244789,1,1,-1
33,1708706542,43.0283808,-76.0403698,2,999,-1,1,-1
34,72524579,43.0360398,-76.1330099,2,129.7625504,1,1,-1
34,1458493498,43.0334991,-76.1283087,2,999,-1,1,-1
35,757675095,43.074902,-76.1729807,2,123.8371852,7,1,-1
35,1947862555,43.0373363,-76.1341262,2,127.8372499,1,1,-1
36,60575480,43.0491325,-76.2393101,2,136.8735254,9,1,-1
36,1947862555,43.0371743,-76.1341299,2,128.0701938,1,1,-1
36,1708706542,43.0283174,-76.0410267,2,999,-1,1,-1
37,1458493498,43.0331853,-76.1278027,2,133.9665183,1,1,-1
37,1708706542,43.0282963,-76.0412456,2,999,-1,1,-1
38,60575480,43.0489941,-76.2389105,2,136.7834425,9,1,-1
38,757675095,43.0745904,-76.1724718,2,123.1440438,7,1,-1
39,1947862555,43.0366883,-76.1341411,2,999,-1,1,-1
39,60575480,43.0489249,-76.2387108,2,136.7396216,9,1,-1
40,757675095,43.0743824,-76.1721328,2,122.6848361,7,1,-1
40,1707145787,43.0818535,-76.176172,2,133.592524,7,1,-1
40,60575480,43.0488557,-76.238511,2,999,-1,1,-1
41,1458493498,43.0327646,-76.1271306,2,999,-1,1,-1
41,234184799,43.0337805,-76.1265091,2,133.8533985,1,1,-1
42,1708706542,43.0281904,-76.0423404,2,999,-1,1,-1
42,1737904745,43.0729496,-76.1714696,2,119.3161197,7,1,-1
42,2030645982,43.0280369,-76.0303203,2,999,-1,1,-1
43,60575480,43.0486478,-76.2379119,2,136.5729119,9,1,-1
43,757675095,43.0740701,-76.1716248,2,122.0083254,7,1,-1
43,1708706542,43.0281692,-76.0425594,2,999,-1,1,-1
44,1458493498,43.0324472,-76.1266287,2,134.8783713,1,1,-1
44,1947862555,43.0358783,-76.1341595,2,129.8001838,1,2,1
44,757675095,43.0739659,-76.1714555,2,121.7880484,7,1,-1
45,1708706542,43.0281268,-76.0429973,2,999,-1,1,-1
45,2030645982,43.0278845,-76.0309495,2,999,-1,1,-1
46,72524579,43.0341027,-76.1327818,2,132.0067364,1,1,-1
46,1708706542,43.0281056,-76.0432162,2,999,-1,1,-1
46,757675095,43.0737574,-76.1711171,2,121.3587572,7,1,-1
47,1737904745,43.0722122,-76.171012,2,117.2582291,7,1,-1
47,1458493498,43.0321283,-76.1261287,2,135.2552003,1,1,-1
47,757675095,43.0736531,-76.170948,2,121.1510327,7,1,-1
48,1509440266,43.037138,-76.1345698,2,128.1473387,1,1,-1
48,2030645982,43.0277318,-76.0315785,2,999,-1,1,-1
48,1947862555,43.0352303,-76.1341741,2,130.5874126,1,2,1
49,1458493498,43.0319148,-76.1257964,2,135.5018906,1,1,-1
49,1947862555,43.0350683,-76.1341778,2,130.7771213,1,2,1
50,1509440266,43.0369495,-76.1342105,2,128.4491025,1,1,-1
50,1947862555,43.0349063,-76.1341814,2,130.964149,1,2,1
50,1707145787,43.0804253,-76.1751281,2,132.0402353,7,1,-1
51,757675095,43.0732354,-76.1702721,2,120.3831654,7,1,-1
51,528871576,43.0794893,-76.1813403,2,132.7808752,7,1,-1
51,799714932,43.0378408,-76.1351074,2,999,-1,1,-1
51,72524579,43.0332955,-76.1326882,2,132.8393884,1,1,-1
52,234184799,43.0325005,-76.1248185,2,135.3563683,1,1,-1
52,528871576,43.0793284,-76.1813658,2,132.6514366,7,1,-1
52,1509440266,43.0367603,-76.1338518,2,128.7532938,1,1,-1
53,2030645982,43.0274768,-76.0326266,2,999,-1,1,-1
53,72524579,43.0329726,-76.1326509,2,133.1581988,1,1,-1
53,1737904745,43.0713267,-76.1704648,2,127.3677022,7,1,-1
53,1509440266,43.0366655,-76.1336727,2,128.906006,1,1,-1
54,799714932,43.0373743,-76.134921,2,127.6955911,1,1,-1
54,1707145787,43.0798534,-76.1747121,2,131.3690333,7,1,-1
54,1737904745,43.0711791,-76.1703738,2,114.1580781,7,1,-1
55,1708706542,43.0279142,-76.0451867,2,999,-1,1,-1
55,2030645982,43.0273747,-76.0330457,2,999,-1,1,-1
55,1509440266,43.0364755,-76.1333148,2,999,-1,1,-1
55,60575480,43.0478136,-76.2355172,2,136.1649345,9,1,-1
56,757675095,43.0727122,-76.1694284,2,119.6257156,7,1,-1
56,1458493498,43.0311617,-76.1246404,2,136.3376971,1,1,-1
56,1509440266,43.0363803,-76.1331361,2,129.3653663,1,1,-1
57,72524579,43.0323268,-76.1325768,2,133.7734709,1,1,-1
57,757675095,43.0726074,-76.1692598,2,119.5095072,7,1,-1
57,2030645982,43.0272724,-76.0334648,2,999,-1,1,-1
57,1708706542,43.0278716,-76.0456245,2,999,-1,1,-1
58,1708706542,43.0278503,-76.0458434,2,999,-1,1,-1
58,799714932,43.0367521,-76.1346738,2,128.6039113,1,1,-1
58,998966060,43.0455205,-76.2530297,2,999,-1,1,-1
59,1947862555,43.0334483,-76.1342139,2,999,-1,2,1
59,234184799,43.0316755,-76.1237576,2,138.6443737,8,1,-1
59,1458493498,43.030836,-76.1241486,2,136.6832199,1,1,-1
59,1707145787,43.0791381,-76.1741933,2,130.4842653,7,1,-1
60,234184799,43.0315569,-76.1236071,2,136.3588315,1,1,-1
60,799714932,43.0364409,-76.1345507,2,129.0364155,1,1,-1
60,1737904745,43.0702928,-76.1698289,2,111.7309518,7,1,-1
61,1947862555,43.0331243,-76.1342211,2,132.863623,1,2,1
61,757675095,43.0721879,-76.168586,2,119.1869293,7,1,-1
61,923988192,43.0510245,-76.2427456,2,137.5096295,9,1,-1
61,799714932,43.0362853,-76.1344893,2,129.2476267,1,1,-1
62,2030645982,43.0270161,-76.0345124,2,999,-1,1,-1
62,72524579,43.0315195,-76.1324849,2,999,-1,1,-1
62,998966060,43.0454096,-76.2521591,2,999,-1,1,-1
62,799714932,43.0361296,-76.134428,2,129.4556077,1,1,-1
63,998966060,43.0453818,-76.2519415,2,999,-1,1,-1
63,1458493498,43.0303989,-76.1234963,2,137.1326068,1,1,-1
63,1947862555,43.0328002,-76.1342282,2,133.1814068,1,2,1
63,234184799,43.0312002,-76.1231571,2,136.7172542,1,1,-1
64,2030645982,43.0269134,-76.0349313,2,999,-1,1,-1
64,1509440266,43.0356131,-76.1317119,2,130.584848,1,1,-1
64,799714932,43.0358182,-76.1343055,2,129.8622471,1,1,-1
64,60575480,43.0471853,-76.233723,2,135.9625472,9,1,-1
65,528871576,43.077236,-76.1816959,2,999,-1,1,-1
65,72524579,43.0310351,-76.1324302,2,134.9236,1,1,-1
65,234184799,43.0309614,-76.1228584,2,138.0132078,8,1,-1
65,1509440266,43.0355165,-76.1315346,2,130.7355557,1,1,-1
66,2030645982,43.0268106,-76.0353502,2,999,-1,1,-1
66,1424164685,43.0367852,-76.1326908,2,129.0530584,1,1,-1
66,1458493498,43.0300689,-76.1230099,2,137.461448,1,1,-1
66,923988192,43.0508428,-76.2416691,2,137.1136238,9,1,-1
67,234184799,43.0307219,-76.1225609,2,137.1814055,1,1,-1
67,1424164685,43.0367194,-76.1328927,2,129.0906639,1,1,-1
67,60575480,43.0469754,-76.2331253,2,135.9167622,9,1,-1
67,1509440266,43.0353228,-76.1311804,2,131.0352806,1,1,-1
68,799714932,43.0351953,-76.1340618,2,130.6406119,1,1,-1
68,1947862555,43.0319902,-76.134246,2,999,-1,2,1
68,998966060,43.0452428,-76.2508533,2,999,-1,1,-1
68,1707145787,43.0778492,-76.173263,2,128.7471337,7,1,-1
69,60575480,43.0468353,-76.2327269,2,135.8924926,9,1,-1
69,1458493498,43.0297369,-76.1225259,2,137.2208333,8,1,-1
69,757675095,43.0713466,-76.167241,2,119.3025605,7,1,-1
69,1947862555,43.0318282,-76.1342495,2,999,-1,2,1
70,998966060,43.0451872,-76.2504181,2,999,-1,1,-1
70,1737904745,43.0688141,-76.1689255,2,110.8741205,7,1,-1
70,528871576,43.0764312,-76.1818219,2,130.2619227,7,1,-1
70,923988192,43.0506972,-76.240808,2,136.7984488,9,1,-1
71,1424164685,43.0364561,-76.1336999,2,129.2745245,1,1,-1
71,1708706542,43.0275724,-76.0486894,2,999,-1,1,-1
71,757675095,43.0711358,-76.1669052,2,119.487778,7,1,-1
71,519169945,43.0381216,-76.1348592,2,126.6462763,1,1,-1
71,60575480,43.046695,-76.2323285,2,135.8732942,9,1,-1
72,519169945,43.0380355,-76.1346721,2,126.7999173,1,1,-1
72,72524579,43.0299047,-76.1323037,2,135.8532419,1,1,-1
72,234184799,43.0301198,-76.1218221,2,137.7407883,1,1,-1
72,1691499641,43.080514,-76.1755961,2,132.1026272,7,1,-1
73,2030645982,43.0264499,-76.0368158,2,999,-1,1,-1
73,234184799,43.0299987,-76.1216753,2,137.1205993,8,1,-1
73,998966060,43.0451036,-76.2497652,2,999,-1,1,-1
