TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished,Trajectory
2,1737904745,43.0788322,-76.1751801,3,130.2737938,7,1,-1
4,1458493498,43.0365622,-76.1334532,3,129.0705852,1,1,-1
6,1737904745,43.0782452,-76.1748052,3,999,-1,1,-1
8,1737904745,43.0779517,-76.174618,3,129.0703023,7,1,-1
10,1458493498,43.0359597,-76.1324131,3,130.0207264,1,1,-1
11,234184799,43.0371802,-76.1312444,3,128.797893,1,1,-1
12,1458493498,43.0357578,-76.1320676,3,130.3336769,1,1,-1
13,60575480,43.0507156,-76.2439101,3,138.0973928,9,1,-1
13,234184799,43.0369574,-76.1309237,3,129.1873461,1,1,-1
14,1458493498,43.0355554,-76.1317226,3,130.6440644,1,1,-1
15,1737904745,43.0769236,-76.1739647,3,127.5204117,7,1,-1
16,234184799,43.0366221,-76.1304439,3,129.7560709,1,1,-1
17,1737904745,43.0766297,-76.1737785,3,127.0443494,7,1,-1
17,1458493498,43.0352507,-76.1312064,3,131.1041795,1,1,-1
18,1458493498,43.0351488,-76.1310346,3,999,-1,1,-1
19,757675095,43.0765575,-76.175702,3,127.3841102,7,1,-1
20,757675095,43.0764544,-76.1755315,3,999,-1,1,-1
21,234184799,43.0360608,-76.1296477,3,130.6640024,1,1,-1
21,1737904745,43.0760416,-76.1734068,3,126.0418522,7,1,-1
22,757675095,43.0762479,-76.1751908,3,126.7516616,7,1,-1
22,234184799,43.0359481,-76.1294889,3,130.8397992,1,1,-1
23,60575480,43.050029,-76.2419089,3,137.5286665,9,1,-1
23,234184799,43.0358353,-76.1293304,3,131.013723,1,1,-1
24,1458493498,43.0345347,-76.1300073,3,132.1485362,1,1,-1
25,1708706542,43.0285495,-76.038618,3,999,-1,1,-1
25,60575480,43.0498914,-76.2415089,3,137.4209044,9,1,-1
26,60575480,43.0498225,-76.2413089,3,137.3678832,9,1,-1
26,234184799,43.035496,-76.1288558,3,131.5245129,1,1,-1
27,1458493498,43.0342256,-76.1294959,3,132.5824576,1,1,-1
27,1737904745,43.075159,-76.1728508,3,138.791505,7,1,-1
28,757675095,43.0756276,-76.1741697,3,125.4361662,7,1,-1
29,1708706542,43.0284653,-76.0394939,3,999,-1,1,-1
29,60575480,43.0496158,-76.2407091,3,137.2124736,9,1,-1
30,234184799,43.0350417,-76.1282257,3,132.18091,1,1,-1
30,1737904745,43.0747175,-76.1725736,3,123.4991529,7,1,-1
31,1737904745,43.0745703,-76.1724813,3,123.1883441,7,1,-1
31,60575480,43.0494778,-76.2403093,3,137.1120947,9,1,-1
32,1707145787,43.0829945,-76.177011,3,134.7220267,7,1,-1
32,60575480,43.0494088,-76.2401094,3,137.0629289,9,1,-1
33,1737904745,43.0742758,-76.1722969,3,122.5476414,7,1,-1
33,1947862555,43.0376604,-76.1341188,3,127.3588128,1,1,-1
33,72524579,43.0362013,-76.1330291,3,129.5570515,1,1,-1
34,1708706542,43.0283597,-76.0405888,3,999,-1,1,-1
34,60575480,43.0492707,-76.2397097,3,136.9667377,9,1,-1
35,1707145787,43.0825668,-76.176696,3,134.3090902,7,1,-1
35,1708706542,43.0283386,-76.0408077,3,999,-1,1,-1
36,72524579,43.035717,-76.1329716,3,130.1641768,1,1,-1
36,1458493498,43.03329,-76.1279712,3,133.8324533,1,1,-1
37,1707145787,43.0822815,-76.1764863,3,134.0268465,7,1,-1
37,234184799,43.0342412,-76.1271305,3,133.266441,1,1,-1
37,72524579,43.0355556,-76.1329525,3,130.3604887,1,1,-1
38,1737904745,43.0735392,-76.1718367,3,120.8262525,7,1,-1
38,1707145787,43.0821389,-76.1763815,3,133.8835607,7,1,-1
39,1737904745,43.0733919,-76.1717449,3,134.200187,7,1,-1
39,1708706542,43.028254,-76.0416836,3,999,-1,1,-1
40,1737904745,43.0732445,-76.1716531,3,120.0864889,7,1,-1
40,72524579,43.0350713,-76.1328953,3,130.9324455,1,1,-1
41,2030645982,43.0280877,-76.0301106,3,999,-1,1,-1
41,60575480,43.0487864,-76.2383113,3,136.6545147,9,1,-1
41,1737904745,43.0730971,-76.1715613,3,119.7051563,7,1,-1
