TimeStep,ID,Latitude,Longitude,finished,level
1,7,43.0362042,-76.11969520000001,1,3
2,7,43.0372901,-76.11969520000001,1,3
3,7,43.038376,-76.11969520000001,1,3
4,7,43.0394619,-76.11969520000001,1,3
5,7,43.04054779999999,-76.11969520000001,1,3
6,7,43.041633700000006,-76.11969520000001,1,3
7,7,43.0427196,-76.11969520000001,1,3
8,7,43.0438055,-76.11969520000001,1,3
9,7,43.0448914,-76.11969520000001,1,3
10,7,43.0459772,-76.11969520000001,1,3
11,7,43.0470631,-76.11969520000001,1,3
12,7,43.048149,-76.11969520000001,1,3
13,7,43.0492349,-76.11969520000001,1,3
14,7,43.0503208,-76.11969520000001,1,3
15,7,43.0514067,-76.11969520000001,1,3
16,7,43.0524926,-76.11969520000001,1,3
17,7,43.0535785,-76.11969520000001,1,3
18,7,43.0546644,-76.11969520000001,1,3
19,7,43.0557503,-76.11969520000001,1,3
20,7,43.0568362,-76.11969520000001,1,3
21,7,43.0579221,-76.11969520000001,1,3
22,7,43.059008,-76.11969520000001,1,3
23,7,43.0600939,-76.11969520000001,1,3
24,7,43.0611798,-76.11969520000001,1,3
25,7,43.0622657,-76.11969520000001,1,3
26,7,43.0633515,-76.11969520000001,1,3
27,7,43.0644374,-76.11969520000001,1,3
28,7,43.065523299999995,-76.11969520000001,1,3
29,7,43.0666092,-76.11969520000001,1,3
30,7,43.0676951,-76.11969520000001,1,3
31,7,43.068781,-76.11969520000001,1,3
32,7,43.0698669,-76.11969520000001,1,3
33,7,43.0709528,-76.11969520000001,1,3
34,7,43.07203870000001,-76.11969520000001,1,3
35,7,43.07312460000001,-76.11969520000001,1,3
36,7,43.074206,-76.11969520000001,1,3
37,7,43.0752828,-76.11969520000001,1,3
38,7,43.0763551,-76.11969520000001,1,3
39,7,43.077422799999994,-76.11969520000001,1,3
40,7,43.078486100000006,-76.11969520000001,1,3
41,7,43.07954470000001,-76.11969520000001,1,3
42,7,43.0805989,-76.11969520000001,1,3
43,7,43.0816485,-76.11969520000001,1,3
44,7,43.0826936,-76.11969520000001,1,3
45,7,43.0837342,-76.11969520000001,1,3
46,7,43.08477020000001,-76.11969520000001,1,3
47,7,43.085801700000005,-76.11969520000001,1,3
48,7,43.086828600000004,-76.11969520000001,1,3
49,7,43.087851,-76.11969520000001,1,3
50,7,43.0888689,-76.11969520000001,1,3
51,7,43.0898823,-76.11969520000001,1,3
52,7,43.0908911,-76.11969520000001,1,3
53,7,43.0918954,-76.11969520000001,1,3
54,7,43.0928951,-76.11969520000001,1,3
55,7,43.0938903,-76.11969520000001,1,3
56,7,43.094881,-76.11969520000001,1,3
57,7,43.0958672,-76.11969520000001,1,3
58,7,43.0968488,-76.11969520000001,1,3
59,7,43.0978259,-76.11969520000001,1,3
60,7,43.0987984,-76.11969520000001,1,3
61,7,43.0997664,-76.11969520000001,1,3
62,7,43.1007299,-76.11969520000001,1,3
63,7,43.1016888,-76.11969520000001,1,3
64,7,43.1026432,-76.11969520000001,1,3
65,7,43.103593100000005,-76.11969520000001,1,3
66,7,43.104538500000004,-76.11969520000001,1,3
67,7,43.10547929999999,-76.11969520000001,1,3
68,7,43.106415500000004,-76.11969520000001,1,3
69,7,43.1073473,-76.11969520000001,1,3
70,7,43.1082745,-76.11969520000001,1,3
71,7,43.1091987,-76.11969520000001,1,3
72,7,43.11012,-76.11969520000001,1,3
73,7,43.1110383,-76.11969520000001,1,3
74,7,43.1119537,-76.11969520000001,1,3
75,7,43.112866100000005,-76.11969520000001,1,3
76,7,43.1137756,-76.11969520000001,1,3
77,7,43.1146821,-76.11969520000001,1,3
78,7,43.1155856,-76.11969520000001,1,3
79,7,43.116486200000004,-76.11969520000001,1,3
80,7,43.1173838,-76.11969520000001,1,3
81,7,43.118278499999995,-76.11969520000001,1,3
82,7,43.119170200000006,-76.11969520000001,1,3
83,7,43.1200589,-76.11969520000001,1,3
84,7,43.1209447,-76.11969520000001,1,3
85,7,43.1218275,-76.11969520000001,1,3
86,7,43.122707399999996,-76.11969520000001,1,3
87,7,43.1235843,-76.11969520000001,1,3
88,7,43.12445820000001,-76.11969520000001,1,3
89,7,43.1253292,-76.11969520000001,1,3
90,7,43.1261972,-76.11969520000001,1,3
91,7,43.1270623,-76.11969520000001,1,3
92,7,43.1279244,-76.11969520000001,1,3
93,7,43.1287836,-76.11969520000001,1,3
94,7,43.129639700000006,-76.11969520000001,1,3
95,7,43.130493,-76.11969520000001,1,3
96,7,43.1313433,-76.11969520000001,1,3
97,7,43.1321906,-76.11969520000001,1,3
98,7,43.1330349,-76.11969520000001,1,3
99,7,43.1338763,-76.11969520000001,1,3
100,7,43.1347148,-76.11969520000001,1,3
101,7,43.135550200000004,-76.11969520000001,1,3
102,7,43.1363828,-76.11969520000001,1,3
103,7,43.137212299999995,-76.11969520000001,1,3
104,7,43.1380389,-76.11969520000001,1,3
105,7,43.138862599999996,-76.11969520000001,1,3
106,7,43.1396833,-76.11969520000001,1,3
107,7,43.140501,-76.11969520000001,1,3
108,7,43.1413158,-76.11969520000001,1,3
109,7,43.1421276,-76.11969520000001,1,3
